user,identity,review_num,star,Date,comments
Karen Orell,Local Guide,34,3,3 years ago,Most P.F. Chang's locations tend to be reliably good with a nice variety of foods items and fairly good table service. However not this one. I first went to this location shortly after it opened and have continued to find it problematic. …
A S,Local Guide,3,5,3 years ago,"The only reason I came to this review is to let you how the waiter was great, polite and an amazing server. This waiter's name is JONATHAN !"
Gary Huang,Local Guide,79,4,3 years ago,Not bad food. Also not bad service.
Kitus Gonzi,Local Guide,509,5,2 years ago,Great food! The bowl i had was delicious!
Jamie Burns,Local Guide,645,5,3 years ago,The orange chicken is the best of the best. A great date place.
Chris Empson,Local Guide,281,3,3 years ago,"Food was good, location was great but the service was so slow. It took 30 minutes to get our meal to the table once the order was placed."
Matthew Markley,Local Guide,16,1,3 years ago,They don't respond to take out orders from 3rd parties like Amazon or Door dash! 2 times in less than a week my orders were not fulfilled! UNACCEPTABLE! Will not visit or order from them again! …
Emma Foley,Local Guide,11,4,4 years ago,"Great decor, great service, great food. Limited parking but they validate if you park in the parking complex."
Renee Luna,Local Guide,127,5,3 years ago,Great place for couples or family.  Tasty food
Marsh Moore,Local Guide,74,4,3 years ago,Nice atmosphere but I think the food is not as good as it could/should be.  Portions are small for the prices they charge.
Roger Boates,Local Guide,7,5,3 years ago,"There were 8 in our group, so we ordered separately and shared. Good food, good service!"
Ed Ketchledge,Local Guide,2,1,a year ago,"Door Dash
Failed to deliver my meal last night"
Desiree Harley-Vines,Local Guide,87,4,2 years ago,Food was good. Service was slow
Ahmed Boukhamseen,Local Guide,5,3,4 years ago,Not the best service or food but nice setting
George Imthurn,Local Guide,3,4,3 years ago,"Service was a little slow, but the food was great."
Robert Vitiello,Local Guide,29,4,4 years ago,Good food. ... lacking attention to detail on orders to go...check thoroughly
coni rosati,Local Guide,94,5,2 years ago,Yum eating in the restaurant and great takeout and anxious to go back!
Scott Vantine,Local Guide,26,5,a year ago,Good food and service
Paul Kowal,Local Guide,6,5,4 years ago,"Good food, excellent service, nice atmosphere"
Daryl Martin,Local Guide,1,2,3 years ago,"How doea a chinese restaurant run out of steamed rice? Apparently it was a miscommunication in the kitchen and steamed rice was not available for 45+ minutes. Additionally, ordered a large bowl of wor won ton soup with no vegetables and it …"
Heather Rick,Local Guide,60,5,2 years ago,"Excellent food, excellent service, very happy."
Chuck Toth,Local Guide,280,5,2 years ago,Excellent service and great food.
Michael Barbat,Local Guide,245,4,4 years ago,A good place for asian fusion food. This is a fun location that is a great place to meet friends
Rick Kisson,Local Guide,149,4,5 years ago,"Great quick Chinese food.

Service is always quick and good atmosphere."
Michael Nelson,Local Guide,419,3,5 years ago,For American Chinese food they do OK. I prefer heading to the Convoy area for more authentic food.
Subhash Sinha,Local Guide,2,5,2 years ago,"Excellent, delicious food & homely atmosphere."
pawan jambhule,Local Guide,6,4,3 years ago,Good food but service is slow
Holly Franz,Local Guide,11,5,5 years ago,It's one of my favorite places to eat in San Diego. The chicken lettuce wraps are the best.
Shelly LaPointe,Local Guide,216,5,3 years ago,"A staple of UTC... Good food, nice atmosphere. The parking is always a pain, but valet parking is available."
fannie cole,Local Guide,22,5,3 years ago,"OH My Gosh, I got Chinese food here, and it was great@!"
Mr. Hollywood,Local Guide,27,4,4 years ago,The food is delectable although it takes some time to get to the table.
Derek C,Local Guide,16,5,4 years ago,Great food! The sushi rolls are quite filling and inexpensive!
crazy pigs,Local Guide,11,1,3 years ago,Terrible!  Took an hour to get our cold food and the waiter was very inattentive.  Will not return!
Peter Par,Local Guide,249,5,5 years ago,The food is great as other pf changs.  The setup and upscale environment here is magnificent.
2beast 2beast,Local Guide,6,4,3 years ago,"Food was good, service was great, just to expensive for what you get. Big portions...so share. Avoid sushi, not a lot of protein in rolls."
Nicholas SD,Local Guide,220,3,5 years ago,"I just came here with a group of 16 people. Our reservation was for 11:30am, but we weren't seated until 11:45am. We ordered around noon and our food arrived 50 minutes later. I'd rate the food a 4/5, but the service a 3. The staff also forgot a few of the orders."
Shemshanitta USA,Local Guide,93,5,3 years ago,"I really really love it so much this whole area , it's so beautiful."
Jei Yoon Park,Local Guide,138,5,3 years ago,Highly satisfied with their food and service.
Bella Benedini,Local Guide,77,5,3 years ago,"Best place, always  have a good time there"
Jim Roberts,Local Guide,41,3,2 years ago,Had the Ahi poke with mango and they served unripe mango.
David Pratt,Local Guide,9,5,4 years ago,Best of all the PF Chang's. Food is just that much better.
Derek Marshall,Local Guide,71,5,4 years ago,It is a Wonderful Chinese restaurant that is westernized but you can't beat the food you can't beat the environment and he cannot beat the liquor as well as the great service
David,Local Guide,13,5,4 years ago,"This is my favorite PF Chang's in California. The service has always been fast, attentive and polite, the food is always spot on and the"
Jack DeCourcy,Local Guide,42,5,2 years ago,Excellent service & delicious food.
Josh Hallas,Local Guide,65,4,3 years ago,"Kind of hectic,  fantastic food and staff"
Lorena Ramirez Herrera,Local Guide,144,5,a year ago,I thought I needed a lot of money to eat here and they have a life menu
James Anctil,Local Guide,128,3,a year ago,Made my gf cry here...great drinks
Nirjhar Sarkar,Local Guide,31,5,a year ago,Don't make fun of chinese here else you won't get a cookie
dhiraj jadhav,Local Guide,91,1,2 years ago,It was so bad we we're at table for 20 mins and no one came to get our order. Call manager told her about the incident and left the restaurant never want to go back there
J T,Local Guide,177,4,3 years ago,Our waiter was awesome. Good food.
Yael S.,Local Guide,16,5,4 years ago,"The food is delicious!!! And when you get to the restaurant they ask you if youre allergic to something, loved this place."
Kate Tosh,Local Guide,97,4,4 years ago,"Only ordered appetizers, the lettuce wraps and green beans were particularly delicious."
Ketan Shukla,Local Guide,11,5,8 years ago,"When I still used to eat cooked food, this was one of my favourite places. Highly recommend."
Marc F,Local Guide,274,3,4 years ago,A little below the standard of Pfchangs restaurant.  Waiter had too many tables and was stressed out taking a bit long to serve us but had great customer service skills when he had a chance to stop by.  A bit of a wait to get refills and …
Ted Dohrman,Local Guide,12,5,a year ago,"Curbside pickup available, quality Chinese food!"
Melissa,Local Guide,50,5,3 years ago,Every dish we ordered was perfection. Our server was very busy but still made time to get us everything we needed!
Shaun Collado,Local Guide,44,4,4 years ago,Chain store and like all chain stores they are all the same. If you like pf changs in your area it will be the same here.
Jeremy Markovich,Local Guide,130,2,4 years ago,The food is consistent and they add new items regularly.  This location is often busy and the parking is not easy.
Eric Wong,Local Guide,59,4,4 years ago,Super busy when I went food is good
Elle Lively,Local Guide,1,3,3 years ago,"I ordered from here, and did not recieve everything. Also, the food isnt that pleasant, but nice presentation i guess"
Sheila Dunn,Local Guide,410,5,a year ago,Thanks for the great customer service
Jim in San Diego,Local Guide,27,3,3 years ago,Mine was great my wife lunch was scimpy.
Esmeralda Fortunato,Local Guide,443,5,3 years ago,"I really like the food, and they have great desserts."
Dr. D,Local Guide,191,5,2 years ago,One of my favorite places for happy hour.
Marc McCrum,Local Guide,67,4,2 years ago,Great service and food
M J,Local Guide,142,4,3 years ago,"Great menu, love the seafood choices. Lots of parking and close to the I-5 freeway."
Lindsay Allen,Local Guide,52,5,4 years ago,"Love this location, service is always great, and the food is fantastic! Always looking forward to next time."
Q hadad,Local Guide,127,5,3 years ago,"Delicious food, and great service."
M.O. Chambers,Local Guide,136,3,2 years ago,$$$$ Great service food ok!!
Littell Calhoun,Local Guide,41,4,4 years ago,Great food lots to choose from the menu little bit of wait.
Doug Burton,Local Guide,7,5,2 years ago,Excellent ribs and cesear salad.
Rodrigo Acedo,Local Guide,62,5,2 years ago,"Great service, delicious food."
Frank Holt,Local Guide,201,5,4 years ago,Great place for happy hour with a good menu for happy hour food.
Aviva Angel,Local Guide,9,5,3 years ago,Nice atmosphere and food.
John Simon Tayson,Local Guide,46,3,a year ago,The food was good but the ramen disappointed
Raman Khoshabeh,Local Guide,163,5,4 years ago,Great food lots to choose from the menu little bit of wait.
Linda Kaeser,Local Guide,55,5,4 years ago,Not cheap. Xlnt atmosphere. Xlnt service.
Abe Burnett,Local Guide,81,5,4 years ago,"Handy parking (though the validated parking is hit and miss), delicious Chinese food (I love the Lo Mein combo), great service, decent prices ($14 for the lo mein)."
William Blackburn,Local Guide,4,5,6 years ago,"Great Food Here!!!  Just one thing:  This is not the best place for little kids.  They do have four small items for kids, but their not the ""mac'n'cheese"" type."
Vina David,Local Guide,1,5,3 years ago,Love their pad Thai and Pina colada!
mellor landy,Local Guide,59,4,3 years ago,Like the other pf changs.  Good.
Connor Lamp,Local Guide,35,3,4 years ago,"Has some OK food. Some I could barely get down though. Didn't like the family style servings, they were to small. Very Pricey."
Tejas Pattabhi,Local Guide,10,3,2 years ago,Good food. Service is bad.
Carla Stoner,Local Guide,3,5,3 years ago,Great food and excellent service
Will N.,Local Guide,21,2,2 years ago,"Not authentic at all, just company event and would not spend my own money there."
LC CV,Local Guide,49,5,a year ago,Great asian food
Ritu Malik,Local Guide,105,5,3 years ago,"Cosy, good one in general and as compared to others in this chain."
Alana J Nebblett,Local Guide,113,5,3 years ago,Food was good and service was excellent
Cheri Dove,Local Guide,9,5,3 years ago,"The wine was good, the food was good and our server was good!"
Andy Hill,Local Guide,3,4,8 years ago,Great Food and Service.  The parking situation is my only negative.
Dario Marinkovic,Local Guide,65,5,3 years ago,Good food. Good service
Robert Wenger,Local Guide,132,5,3 years ago,Great service and exceptionally good food
Carlos H.,Local Guide,65,4,6 years ago,"The Good: Walking distance from home...yet plenty of parking anyway

The Bad: I do not think their ingredients are completely natural …"
Arthur Dunaychuk,Local Guide,119,5,3 years ago,"Good service,  great food."
Matt Fowler,Local Guide,3,3,5 years ago,B team PF Changs. Go to Fashion Valley. Much better and that's on the real.
Mohanram,Local Guide,263,5,4 years ago,Good place to eat. Great ambience.
Raquel Cohen,Local Guide,156,5,5 years ago,My waitress was fabulous and really made my experience great.
Paul Von Petersen,Local Guide,72,5,2 years ago,Always good clean Chinese food!
Anil Jethani,Local Guide,32,3,4 years ago,"Was there to try the sushi during the free sushi day, the taste was very bland. Wouldn't recommend going there for sushi."
Mukund Ranga Thyagarajan,Local Guide,5,5,2 years ago,Great food and service!!
Yantong Adams,Local Guide,1,2,3 years ago,"Food too salty! Service average, lots place better than this,hot and sour soup like soy sauce"
Jason Default,Local Guide,154,4,5 years ago,"Typical PF Changs quality restaurant. Good food, same menu as all the others."
Trent Fingerson,Local Guide,27,5,3 years ago,Our favorite family special event location.
Tali Lerner,Local Guide,183,4,4 years ago,"Good drinks, good but very spicy food and reasonable prices. Portions are not very big."
Patrick Davie,Local Guide,37,4,2 years ago,"Decent food, decent price"
Jeanine Witkowski,Local Guide,55,5,a year ago,Good food and good company
Kathleen Prince-Sayward,Local Guide,60,5,3 years ago,As good as all the other PF changs
Larry Gonzalez,Local Guide,89,5,3 years ago,Always good food and service
David Bienstock,Local Guide,193,5,2 years ago,Great service and food
Giovanni Letellier,Local Guide,7,2,3 years ago,I ordered no spicy noodles for my 2 years old but they maybe forgot.... my poor little one cried  for 30min
Dylan Craig,Local Guide,36,5,4 years ago,A very busy restaurant with a ton of great food!
Sandhia Krüger,Local Guide,45,5,a year ago,"Great food, fresh and tasty"
Tom Bicsak,Local Guide,90,5,a year ago,Great food and service
Nancy Morales,Local Guide,138,5,4 years ago,Good food nice place.
Jeremy Jirik,Local Guide,71,3,4 years ago,Yep. It's a P.F. Chang's. Not particularly friendly service but efficient.
starwars vr,Local Guide,4,3,3 years ago,I think it's a little bit of wait my mom has a all fish allergy and oshters and don't have a lot of food without it and cadove a wait but that food
Hiep Huynh,Local Guide,421,3,4 years ago,Don't expect much. Pricy food
Don Boyd,Local Guide,5,3,3 years ago,Very disappointed they took salt & pepper calamary off the menu.
Bee619 F,Local Guide,42,4,2 years ago,"The bartender keeps forgetting to use my member number, so I never get point despite the 200 bucks I spend each time!"
Joel Webster,Local Guide,67,5,4 years ago,"Found my new favorite, Beef Sichuan."
Antonio J Hidalgo Rios,Local Guide,42,4,a year ago,Great atmosphere
San Diego Jon,Local Guide,148,5,3 years ago,Great spot. Great food.
D'Anna Watson,Local Guide,173,4,a year ago,Excellent Asian fusion
Paula Irwin,Local Guide,25,5,4 years ago,Great food friendly staff. My go to place!
Les B,Local Guide,180,4,4 years ago,"Good experience here.  Good food, great service"
Sam T,Local Guide,144,3,3 years ago,Service could of been better. Waited a long time for meal and just to get drinks
Amanda Coronado,Local Guide,25,5,2 years ago,"Fast, efficient, and inexpensive."
utpal barman,Local Guide,6,1,2 years ago,"Increased the price a lot , reduced the quantity and the quality..recipe for disaster"
Brandon Williams,Local Guide,164,5,4 years ago,I always love the good food here.
Bill Hughes,Local Guide,104,3,4 years ago,Pretty disappointed compared to some of the other PF Chang's I've been to. The food was just ok and the service was pretty slow.
Ronak Maniar,Local Guide,9,4,2 years ago,Best place to enjoy Thai Food
Mark Elkin,Local Guide,104,3,2 years ago,"Still nice, but menu change makes it less appealing."
Monte Landy,Local Guide,42,4,4 years ago,Good food and atmosphere.
Carrie M,Local Guide,85,5,3 years ago,Good food and service!
John M. Pavin,Local Guide,235,3,3 years ago,Food was ok. Parking is bad in this area.  But they have valet.
zahab pathi tribe of issachar,Local Guide,65,5,a year ago,Service was very poor and we waited forever for our food
Sonny Chun,Local Guide,1,5,2 years ago,An excellent spot for family dinner!!
Virgilio Munoz,Local Guide,101,5,2 years ago,Love their food.
Ying Li,Local Guide,152,3,4 years ago,Nice environment and friendly staff. Americanized Asian food.
Ahmad Abu Rayyan,Local Guide,119,4,3 years ago,Good food and service
jim popelik,Local Guide,134,4,4 years ago,"Family place, no room for rowdies. Nice employees."
Lord Skipper H.,Local Guide,23,4,3 years ago,Good food and service
David Guy,Local Guide,9,4,14 years ago,"crowds are crazy - always get a reservation. a place to be ""scene""... how hum service, loud atmosphere but food is great."
Aditya Purandare,Local Guide,12,5,4 years ago,Amazing food and excellent service
Johnathan Vastola,Local Guide,31,5,a year ago,Everything tastes good
Dennis O'Neil,Local Guide,15,5,2 years ago,have never been disappointed with the food
Sriharsha Mandapaka,Local Guide,48,5,4 years ago,Always a great place to go with family.
George Huang,Local Guide,1,1,2 years ago,One of the worst Chinese food I have ever had!
stephanie freeman,Local Guide,4,5,4 years ago,Exquisite food and superb service!!!
David Dubord,Local Guide,18,5,4 years ago,Wonderful service for such a large group.
Rhonda Giese,Local Guide,29,5,4 years ago,The food is amazing try the fried cauliflower
Isaac Tankian,Local Guide,19,4,3 years ago,"Comfortable place, good to stay in family."
Weichen Li,Local Guide,33,5,5 years ago,Nice food and service.
William Pickering,Local Guide,466,2,2 years ago,The food is ok but high prices. No electrical outlets to work on my laptop. It is like this place was built 30 years ago and never evolved with time.
Olga McCray,Local Guide,33,4,3 years ago,Great food and atmosphere
stella tipton,Local Guide,18,5,3 years ago,"The is good, the fried calamari is awesome."
T L,Local Guide,127,5,6 years ago,"Always a great experience from the staff to the consistent food. Don't forget to try the ""Ring of Fire"" sauce"
Michael Enshaie,Local Guide,34,4,4 years ago,Great food and ambience
Noah Davidsohn,Local Guide,12,4,2 years ago,What you expect service can be meh
Laura McCombs,Local Guide,348,5,a year ago,Always top notch!
MARKHUGH SCAGGS,Local Guide,256,5,2 years ago,Great service and food although the won ton and hot & sour soups were not flavorful or of any substance!
Hash “HashbyDesign” Elliott,Local Guide,144,4,2 years ago,Lovely place & good food!
Ming Wai Chai,Local Guide,16,4,2 years ago,Entree portion is too much for 1 person
suryanarayana rao koti,Local Guide,8,5,3 years ago,Delicious food and great ambience!
Rakesh Jain,Local Guide,233,4,3 years ago,"Same food, service was below the mark, we got there  a little late and the servers were ready to go home."
Arlene Herrera,Local Guide,120,5,2 years ago,Amazing and tasty food.
Marie Crenshaw,Local Guide,31,5,3 years ago,I really enjoyed the atmosphere!
David Wales,Local Guide,137,3,3 years ago,Mediocre food from a mediocre menu. I don't know why this place always seems busy.
Kit Becasen,Local Guide,70,3,a year ago,The Taco Bell of Asian food
Sean Palm,Local Guide,2,1,a year ago,Service is too bad.
Deverly Finch,Local Guide,3,5,2 years ago,Professional and prompt. Food was hot and ready for pick/up.
Celeste Skinner,Local Guide,121,4,2 years ago,Was great food and company
Mark,Local Guide,272,1,a year ago,Burnt food to go!
Mary Hart,Local Guide,13,5,2 years ago,Love happy hour!
Anthony Violin,Local Guide,1,3,4 years ago,Too loud and expensive valet psrking
James Richardson,Local Guide,140,4,4 years ago,"Good food, convenient location close to mall"
Amber Frederick,Local Guide,41,5,4 years ago,Reservations encouraged during peak hours
Arthur Michael Valverde III,Local Guide,37,5,a year ago,Server Sara rocked
Paulina Martinez,Local Guide,30,5,4 years ago,"Great service,  delicious"
Claudia Montes,Local Guide,1,5,a year ago,Delish!
Carol Killian,Local Guide,317,5,2 years ago,Dumplings 🥟 shrimp 🦐 fried rice 🍚
Evan Lecklider,Local Guide,7,4,10 years ago,Amazing customer service at this place.
A&A Bookkeeping Services,Local Guide,158,5,2 years ago,"Great services, delicious food"
داؤد رفوكا,Local Guide,51,5,2 years ago,Amazing place and food!
Victor Valente de Araujo,Local Guide,107,4,3 years ago,The desserts are very good
Tim Jones,Local Guide,304,4,4 years ago,Chilean sea bass was incredibly good
Raymond Hannon,Local Guide,34,5,2 years ago,The best Chinese food... I think.
Stanley Mendoza,Local Guide,39,3,2 years ago,Food tasted fine but was excessively greasy
Claudia Soto,Local Guide,25,5,3 years ago,"I'm a fan! Trey, our waiter, was excellent!!"
Phil Morin,Local Guide,86,3,4 years ago,"A little pricey, not a expansive MENU"
scott mcclure,Local Guide,163,4,a year ago,Great food
Cyril Oatley,Local Guide,16,3,3 years ago,"PF Chang’s just isn’t the same as it used to be. Food quality and service both have really suffered, don’t know if I’ll be back."
Christopher Clarke,Local Guide,119,5,3 years ago,Chang's Chicken & Garlic Noodles. Yum.
Artur Dunaychuk,Local Guide,50,5,2 years ago,Good food.
Carolyn Steeves,Local Guide,128,5,3 years ago,Always wonderful food.
Jesse Dye,Local Guide,1,4,3 years ago,Good place for appetizers!
Jarred Curry,Local Guide,64,2,3 years ago,Overpriced American Chinese food
NR Arun,Local Guide,37,3,3 years ago,Good for office parties..
wil gorrie,Local Guide,18,5,3 years ago,Ethan the bartender is awesome!
Mike Epstein,Local Guide,59,4,2 years ago,Good food and servicem
Daniel Marin,Local Guide,33,5,2 years ago,Great amazon service
Erin Peel,Local Guide,9,5,3 years ago,Great gluten free.
Jose Bejarano,Local Guide,21,1,4 years ago,"Food is ok, they use the cheapest in foam materials for their seating and you bottom out in the chairs and benches not being able to enjoy the diner"
Kelly Linedecker,Local Guide,21,2,3 years ago,"Portions were not very large, but the price was.  :  ("
Steven Whyte,Local Guide,132,5,2 years ago,Always very good
Rohit Kher,Local Guide,87,5,2 years ago,Good Chinese food
Rita Cory,Local Guide,197,4,4 years ago,Good food but too expensive and not enough of a variety of food not want I was looking for in food
Kie Copenhaver,Local Guide,86,3,3 years ago,"Food is predictable, nothing earth shattering."
Joe Rubio,Local Guide,2,1,4 years ago,"Good food, slow impolite service NOT WHAT IT USE TO BE!!!!"
Shawn Vega,Local Guide,287,5,2 years ago,Good lunch specials
Edward Gorner,Local Guide,46,5,3 years ago,Great  lunch deals!
Sandra Gonzales,Local Guide,45,5,a year ago,Awesome food!!
Anita Neff,Local Guide,395,4,3 years ago,Still good but losing ground
Jeremy Arnold,Local Guide,134,3,4 years ago,I expected better for the price
Noel Lopez,Local Guide,33,1,4 years ago,Sucks. They take long and there are lots of hippies here.
Bethany Leeds,Local Guide,118,5,3 years ago,Loved ot!
Mahdi Shafiee,Local Guide,223,4,4 years ago,The eggplant is the best dish
David Michalek,Local Guide,44,5,4 years ago,Great happy hour.
Lili Hamra,Local Guide,68,5,4 years ago,Perfection. As always.
Fred Arthur,Local Guide,27,4,2 years ago,Delicious food
luis t,Local Guide,64,5,7 months ago,Blessings
Dr. T,Local Guide,1,5,3 years ago,Excellent food...
Omar,Local Guide,699,4,3 years ago,Nice atmosphere in the evening
Aaron Gold,Local Guide,15,5,3 years ago,Top location in San Diego for Chinese food
jaymes hines,Local Guide,38,5,3 years ago,Great food and bar
James Patterson,Local Guide,50,5,3 years ago,Ethan is a great bartender
james patterson,Local Guide,12,5,3 years ago,Ethan is a cool bartender
Christopher Connolly,Local Guide,60,5,2 years ago,Always great!
Richard Stephenson,Local Guide,193,4,2 years ago,Good food!
Samay Gandhi,Local Guide,6,5,2 years ago,Lovely ambience
Nirupam Biswas,Local Guide,118,4,5 years ago,Good food at a premium.
Tan David,Local Guide,4,4,2 years ago,American Chinese Resturant
Paul Rodriguez,Local Guide,25,5,3 years ago,Always great food
김용길,Local Guide,532,5,3 years ago,Good taste.
Allan Tzeng,Local Guide,7,5,3 years ago,Consistently good.
Vishwa Seneviratne,Local Guide,166,5,3 years ago,The food was great
Joanan Vega-mendez,Local Guide,59,5,4 years ago,Excellent food and services
Z Carr,Local Guide,219,3,3 years ago,Service was not up to standard tonight.
Laurie Kash,Local Guide,31,5,4 years ago,Good selection of dishes
jennifer connor,Local Guide,81,5,4 years ago,food is great.
Jon Black,Local Guide,1,1,2 years ago,That place sucks!
David James Oglesby - Velazquez,Local Guide,18,5,2 years ago,Food was EXCELLENT
Genaro Guerrero,Local Guide,29,5,4 years ago,Love the food.
Kory Miller,Local Guide,83,5,2 years ago,Try the green beans!
Carmen Villegas,Local Guide,50,5,3 years ago,Good food!
Anthony Ricard,Local Guide,24,4,2 years ago,Great venue
Robert Suarez,Local Guide,449,5,5 years ago,Good for business lunch
Srinivasa Gupta V,Local Guide,36,5,3 years ago,Love the food!
Carmen Winchester,Local Guide,45,5,a year ago,Tasty
Roshni Patel,Local Guide,32,1,3 years ago,food is ok!!
Julie Auger,Local Guide,56,3,4 years ago,High priced okay food.
Gringo Ken,Local Guide,11,4,2 years ago,Decent food
Jin Man Choe,Local Guide,269,5,4 years ago,Do good...
한성호,Local Guide,44,4,a year ago,Same as before
Jerry Zhou,Local Guide,55,2,4 years ago,Only the view is good
Kent Mummau,Local Guide,251,5,2 years ago,Awesome menu
LInda Martin,Local Guide,2,5,3 years ago,Great food!
harsha vardhan,Local Guide,62,5,4 years ago,It's an awesome place
Dirk Epperson,Local Guide,7,5,4 years ago,So good.
lgarcia49,Local Guide,38,5,4 years ago,Food is delicious!
Kyle Wijayatilleke,Local Guide,56,5,3 years ago,Great Food
Tim Vandenberg,Local Guide,332,5,4 years ago,Excellent meal!
Nikolay Krastev,Local Guide,44,1,3 years ago,Panda is better
Shawn Saucier,Local Guide,41,4,3 years ago,Great food
TinaLu Atkinson,Local Guide,40,5,3 years ago,Excellent food
Jonathan Z,Local Guide,11,3,3 years ago,"Tardy service, inattentive staff"
Marie Kat,Local Guide,21,5,3 years ago,Delicious food
Jesse Dye,Local Guide,77,5,3 years ago,Love this place
Sergio Soto,Local Guide,85,3,4 years ago,Service took extremely long at the bar
DN BLACK,Local Guide,131,5,2 years ago,Get the veggie rolls
Lisa Henley,Local Guide,22,3,3 years ago,So so corporate fare
Qumars Eghaneyan,Local Guide,60,4,3 years ago,Great service
Nagi Tawfik,Local Guide,100,5,4 years ago,Nice hotel
francisco davalos,Local Guide,155,5,4 years ago,Great Food
justin leboutillier,Local Guide,78,2,2 years ago,Meh.
Gru,Local Guide,75,5,3 years ago,Delicious!
Alex Gillcrist,Local Guide,38,5,2 years ago,Good
Alexander Petit,Local Guide,48,5,2 years ago,Yummy
Mustafa Sedeek,Local Guide,17,5,4 years ago,Great food
Rahul Ambati,Local Guide,127,5,2 years ago,Great
Daniel Kim,Local Guide,2,2,3 years ago,Food court quality..
Marvin Belk,Local Guide,1,5,4 years ago,Awesome lunch
Hauter Hauter,Local Guide,110,3,3 years ago,Food is ok
Mike Anderson,Local Guide,919,4,5 years ago,Yummy!😃
Sean J. Oliver,Local Guide,29,4,2 years ago,Lettuce wraps
Agustin Chavez,Local Guide,70,5,2 years ago,Excellent
allen shadgoo,Local Guide,58,3,3 years ago,Slow service
DeAnn Jajdelski,Local Guide,48,5,3 years ago,Great!
Jammer Ramzzz,Local Guide,7,3,3 years ago,Food too salty
Christopher Owen,Local Guide,105,3,3 years ago,Expensive Chinese
Paul Haake,Local Guide,6,5,9 years ago,Gluten free menu!
De Jajdelski,Local Guide,62,5,3 years ago,Awesome
Meredith Ford,Local Guide,138,4,3 years ago,Excellent
new york kkk,Local Guide,1,4,3 years ago,Good
Brooke Reynoldson,Local Guide,18,5,2 years ago,Excellent!!!
muhammad mady,Local Guide,82,4,4 years ago,Good
zack pecenak,Local Guide,44,1,6 years ago,MSG capital of china
Oliver Luvianos,Local Guide,11,4,4 years ago,Food is alright
Ignacio damian,Local Guide,2,4,6 years ago,great
Jeffrey Pranter,Local Guide,29,5,2 years ago,Love it
Jon Yagle,Local Guide,44,3,3 years ago,Alright
Trung Vi,Local Guide,311,2,6 years ago,Not real
Mark Ball,Local Guide,12,5,a day ago,Gear food and service!
Tony Tru,Local Guide,45,4,10 months ago,(Translated by Google) Very good food and very clean. Service was really good too. …
Gina Da,Local Guide,1,1,2 months ago,(Translated by Google) Bad and even the rice was in bad condition. A pity. It used to be a good place. …
Monica Garibay,Local Guide,25,1,3 months ago,"(Translated by Google) Ugly, expensive and dirty

(Original)
Feo, caro y sucio"
Sijoon Park,Local Guide,178,3,4 years ago,"(Translated by Google) Korean tastes a bit salty .. And if you can't eat it, stick with the pad thai and fried rice. …"
dasol hong,Local Guide,8,5,a year ago,"(Translated by Google) Pepper and salt shrimp and fried rice

(Original)
페퍼앤솔트 새우랑 볶음밥 존맛...."
Humberto Bonilla Urias,Local Guide,82,5,a year ago,(Translated by Google) I insist very good place that I use but the one in fashion valley the taste does not compare …
Josie Ortiz,Local Guide,126,5,2 years ago,"(Translated by Google) Simply delicious, they should only treat Spanish-speaking people better, and streamline the staff when large groups of 10 people or more take a long time to pass them and serve the food …"
Alejandra Ramirez del Valle,Local Guide,38,5,a year ago,"(Translated by Google) Very rich, gourmet Chinese food at fair prices

(Original) …"
RMCQ,Local Guide,184,5,a year ago,"(Translated by Google) Very rich

(Original)
Muy rico"
Jin U,Local Guide,10,5,2 years ago,"(Translated by Google) Mongolian beef. Pad Thai Noodle. It tastes like Cabbage

(Original)
몽골리안 비프. 팟타이누들. 캐비지 맛나요"
rolando gutierrez cruz,Local Guide,7,5,2 years ago,"(Translated by Google) Very good food. I recommend it to everyone

(Original) …"
Laura Beltran,Local Guide,25,5,a year ago,"(Translated by Google) All delicious and very good service.

(Original) …"
Alfonso Miranda,Local Guide,206,5,a year ago,"(Translated by Google) Whenever I arrive in La Jolla, I come to this restaurant that makes me feel at home …"
Lizbeth Jimenez,Local Guide,22,5,7 years ago,"(Translated by Google) It was my first visit, and I really loved everything, the good service, the friendliness of the waiters, the delicious food. …"
Teo Cuautle,Local Guide,16,5,2 years ago,"(Translated by Google) Very good

(Original)
Muy bueno"
G Middlebrook,Local Guide,123,2,4 years ago,"(Translated by Google) Meh. Trendoids

(Original)
Meh.  Trendoids"
Anatolio Muñoz,Local Guide,77,4,3 years ago,"(Translated by Google) At 5 we went we liked

(Original)
A los 5 que fuimos nos gusto"
Jose Luis Rosillo Ortega,Local Guide,6,4,3 years ago,"(Translated by Google) Now he lacks more trained staff
Good food …"
LUIS GREHAN,Local Guide,416,4,3 years ago,"(Translated by Google) Very nice atmosphere and food

(Original)
Muy bien ambiente y la comida"
Jack Li,Local Guide,3,2,2 years ago,"(Translated by Google) Server is super rude

(Original)
服务器超级粗鲁"
b rochman,Local Guide,386,3,3 years ago,"(Translated by Google) I love,

(Original)
Me encanta,"
Analía Cano,Local Guide,272,3,3 years ago,"(Translated by Google) Attention well, but the food is not very good.

(Original) …"
smith jin,,,4,a year ago,
Peter Marx,Local Guide,108,3,9 years ago,
Niya Partridge,,,4,2 years ago,
Greg Nerat,Local Guide,6,4,2 years ago,
Pete Patron,Local Guide,272,5,9 years ago,
Peter Schwaibold,Local Guide,6,3,4 years ago,
